"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"bonjour";1;1;1;1;0,001
"balle";1;1;0;0,296;1
"affirmer";1;1;0,052;1;0,032
"p";1;1;1;1;0,001
"milieu";1;1;1;1;0,017
"fumer";1;1;1;0;1
"fameux";1;1;0,034;0,905;1
"emji_drapeau_sénégal";0;1;1;1;1
"disparaître";1;1;1;0;1
"cerveau";1;1;1;1;0
"avenir";1;1;1;0,189;0,043
"soldat";1;1;0;1;1
"revoir";1;1;1;1;0,006
"minorité";1;1;1;1;0
"matin";1;1;1;0;1
"inviter";1;1;0,364;1;0,012
"encourager";1;1;0,391;1;0,057
"emji_visage_envoyant_un_bisou";1;0,01;0,522;1;0,022
"emji_applaudissements_peau_claire";0;1;1;1;1
"développer";1;1;1;0;1
"communauté";1;1;0;1;0,235
"chaud";1;1;1;0;1
"boulot";1;1;1;1;0,001
"ancien";1;1;0,312;0;1
"volonté";1;1;0,013;1;0,003
"vaud";1;1;1;0;1
"travailleur";1;1;1;0;1
"traitement";1;1;0,015;1;0,031
"siècle";1;1;0,034;1;0,072
"reprendre";1;1;0;1;0,407
"occidental";1;1;0;1;1
"emji_mains_en_prière_peau_moyennement_claire";0;1;1;1;1
"déplacer";1;1;1;0;1
"dégât";1;1;1;1;0
"degré";1;0,943;1;0,583;0,021
"bizarre";1;1;0;1;1
"us";1;1;0,752;0;1
"supporter";1;1;0,522;1;0,072
"reposer";1;1;0,788;0,002;1
"remplacer";1;1;1;0;1
"passage";1;1;1;0;1
"paraître";1;1;1;1;0
"hypocrisie";1;1;0;1;0,643
"emji_tête_qui_explose";1;0;1;1;1
"discuter";1;1;1;1;0
"cool";1;0,001;1;1;0,736
"constater";1;1;1;1;0
"confort";1;1;1;0;1
"chien";1;1;1;1;0
"avance";1;1;1;1;0
"voyage";1;1;1;0;1
"vitesse";1;1;1;0;1
"unique";1;1;1;0;1
"sérieusement";1;1;1;1;0,006
"profil";1;0,672;1;1;0
"ménage";1;1;1;0;1
"magasin";1;1;1;0;1
"liste";1;1;0,86;1;0,019
"internet";1;1;1;0,138;0,12
"individuel";1;1;1;1;0
"h";1;1;1;0;1
"formation";1;1;1;0;1
"fondamental";1;1;1;1;0
"emji_visage_avec_un_léger_sourire";1;1;0;1;1
"emji_homme_qui_hausse_les_épaules";1;1;0;1;1
"doigt";1;1;1;1;0
"avion";1;1;1;0;1
"vêtement";1;1;1;0;1
"tranquille";1;1;1;1;0
"forcer";1;1;0,006;1;0,287
"foot";1;1;1;1;0
"couvrir";1;1;1;0,002;0,746
"coupable";1;1;0;1;0,092
"confiance";1;1;0,263;1;0,001
"artiste";1;1;1;1;0
"ajouter";1;1;1;0;0,658
"vacance";1;1;1;0;1
"pression";1;1;0,679;0,081;0,658
"pensée";0,384;1;1;1;0
"papier";1;1;1;0,124;0,013
"morale";1;1;0;1;1
"minute";1;1;1;0;1
"lutte";1;1;0,046;1;0,005
"individu";1;1;1;1;0
"frapper";1;1;0;1;1
"fonction";1;1;1;0,477;0,02
"flic";1;1;1;1;0
"finance";1;1;0;0,098;1
"souvenir";1;1;0,005;1;0,234
"rip";0;1;1;1;1
"relation";1;1;1;1;0
"précis";1;1;0,936;1;0
"problématique";1;1;1;1;0
"position";1;1;0,006;1;0,001
"nourriture";1;1;0,936;0;1
"mentalité";1;1;1;1;0
"matériel";1;1;0,607;0,002;1
"investissement";1;1;1;0;1
"habiller";1;1;1;1;0
"démontrer";1;1;1;0,364;0,015
"dos";1;1;1;0;1
"crier";1;1;0,002;1;0,003
"confédération";1;1;1;0;1
"citer";1;1;1;1;0
"énormément";1;1;1;0;1
"ukrainien";1;1;0;1;0,498
"tenter";1;1;1;1;0
"souffrir";1;1;0,936;0,203;0,416
"retirer";1;1;0,012;0,245;1
"raconter";1;1;0,095;1;0,014
"etait";1;1;0,468;1;0,048
"emji_visage_de_geek";1;0;1;1;1
"congo";1;1;0;1;1
"concret";1;1;1;1;0
"collectif";1;1;1;1;0
"annoncer";1;1;0,936;1;0,005
"échange";1;1;1;0,124;0,498
"véhicule";1;1;1;0;1
"ubs";1;1;1;0;1
"prétendre";1;1;0,34;1;0
"parfaire";1;0;1;1;1
"mentir";1;1;1;1;0,001
"masse";1;1;0,34;0,002;1
"installer";1;1;1;0;1
"goût";1;0,011;1;0,499;1
"engagement";1;1;0;1;0,234
"emji_tête_de_fou";1;0;1;1;1
"diminuer";1;1;1;0;1
"commenter";1;1;1;1;0
"étudiant";1;1;1;0;1
"qualifier";1;1;0;1;0,563
"idéologie";1;1;0,821;1;0
"foyer";1;1;0,783;1;0,004
"faible";1;1;1;0;1
"facilement";1;1;1;0;0,87
"espèce";1;1;1;1;0,001
"emji_visage_qui_rougit";0,57;0;1;1;1
"emji_visage_pensif";1;1;0,407;1;0,178
"choquer";1;1;1;1;0
"blesser";1;1;1;1;0
"acteur";1;1;1;1;0
"égal";1;1;1;0,668;0,012
"ya";1;1;1;1;0,005
"usage";1;1;1;0,186;0,046
"stop";1;1;0;0,668;1
"sol";1;1;1;0;1
"scandale";1;1;1;1;0,003
"réflexion";1;1;1;1;0
"principal";1;1;0,821;0,016;1
"neutralité";1;1;0;1;0,064
"naturel";1;1;1;0;1
"limiter";1;1;1;0;0,882
"historique";1;1;0,537;1;0,001
"gueule";1;0,01;1;1;0,114
"emji_tête_à_l";1;1;1;0,001;1
"emji_coeur_blanc";0;1;1;1;1
"dormir";1;0,167;1;0,027;1
"colonisation";1;1;0;1;1
"client";1;1;1;0;1
"chat";1;1;1;0,7;0,06
"âme";1;1;0;1;1
"vision";1;1;1;1;0
"téléphone";1;1;1;0;1
"taper";1;1;1;0,607;0,016
"secteur";1;1;1;0;1
"reportage";1;1;1;1;0,002
"remarquer";1;1;1;1;0
"personnellement";1;1;1;1;0
"peau";1;1;1;1;0
"menace";1;1;0;1;1
"maintenir";1;1;1;0;1
"jugement";1;1;0,002;1;0
"intervention";1;1;1;1;0
"intervenir";1;1;1;1;0
"intelligent";1;1;1;1;0
"gentil";1;1;0,214;1;0,232
"fuir";1;1;0,113;0,219;1
"correctement";1;1;1;1;0
"connaissance";1;1;1;1;0
"aéroport";1;1;1;0;1
"amener";1;1;1;1;0
"amende";1;1;1;0;1
"élire";1;1;0;1;0,592
"vérifier";1;1;1;1;0,003
"surprise";1;1;0;1;1
"souffrance";1;1;0,047;1;0,004
"neige";1;0,01;1;0;1
"ministre";1;1;0;0,547;1
"infrastructure";1;1;0,261;0;1
"ignorer";1;1;1;1;0
"emji_visage_avec_un_monocle";1;0,003;1;1;0,807
"emji_drapeau_brésil";0;1;1;1;1
"défense";1;1;0,047;1;0,008
"drapeau";1;1;0;1;0,699
"deja";1;1;1;1;0,001
"colon";1;1;0;1;1
"cisjordanie";1;1;0;1;1
"bêtise";1;1;1;1;0
"bébé";1;1;0,04;1;0,005
"bus";1;1;1;0;1
"élection";1;1;1;1;0
"travers";1;1;0;0,731;1
"terminer";1;1;1;0;1
"relire";1;1;1;1;0
"religion";1;1;0;1;1
"pur";1;1;1;1;0
"positif";1;1;1;0,306;0,005
"orient";1;1;0;1;1
"oeuvre";1;1;1;0,366;0,023
"nord";1;0,007;0,01;1;1
"médical";1;1;1;0;1
"millionnaire";1;1;1;0;1
"machine";1;1;1;0;1
"jean";1;1;1;1;0
"intégrer";1;1;1;1;0
"genevois";1;1;1;0;1
"fournir";1;1;0,014;0;1
"extrêmement";1;1;1;0,127;0,288
"entrer";1;1;0,017;0,523;0,993
"emji_pouce_vers_le_haut_peau_claire";0,126;0;1;1;1
"emji_applaudissements_peau_moyennement_claire";0;1;0,789;1;1
"découvrir";1;1;1;1;0
"condoléance";0;1;1;1;0,592
"arrêt";1;1;0;0;1
"alcool";1;1;1;0;1
"al";1;1;0;1;1
"activité";1;1;1;0;1
"vert";1;1;1;0;1
"sortie";1;1;1;0,002;1
"rare";1;1;1;0,044;0,11
"netanyahu";1;1;0;1;1
"italie";1;1;1;0,195;0,691
"inégalité";1;1;1;0,016;0,082
"i";0,372;0,772;0,09;1;1
"hasard";1;1;1;0,607;0,183
"fabriquer";1;1;1;0;1
"expérience";1;1;1;1;0
"ex";1;1;1;1;0
"départ";1;1;1;0;1
"consommateur";1;1;1;0;1
"conduire";1;1;1;0;1
"capitaliste";1;1;1;0,004;0,427
"boire";1;0,309;1;0;1
"baser";1;1;1;0,7;0,003
"anglais";1;1;0,817;1;0,001
"analyse";1;1;1;1;0
"1er";1;1;0,119;1;0,819
"terrorisme";1;1;0;1;1
"régler";1;1;1;0;1
"récupérer";1;1;0;0,001;1
"rouge";1;1;1;0;1
"profit";1;1;1;0;1
"monnaie";1;1;1;0;1
"inverse";1;1;1;0,001;0,807
"fruit";1;1;1;0;1
"diriger";1;1;0;0,607;1
"correct";1;1;1;0,435;0,021
"autoroute";1;1;1;0;1
"armer";1;1;0;1;1
"éduquer";1;1;1;1;0
"shein";1;1;1;0;1
"scandaleux";1;0;1;1;1
"rêve";1;0,556;1;1;0,288
"ressembler";1;1;1;1;0,002
"remercier";0,906;1;0,552;1;0,108
"publication";1;1;1;1;0
"possibilité";1;1;1;0,001;1
"pollution";1;1;1;0;1
"opposer";1;1;0;1;0,605
"musique";1;1;1;1;0
"mental";1;1;1;0,001;0,807
"lumière";1;1;1;0,87;0,14
"impliquer";1;1;1;1;0,011
"générer";1;1;1;0;1
"fête";0,826;1;1;0;1
"féminisme";1;1;1;1;0
"environnement";1;1;1;0;0,908
"dépense";1;1;1;0;1
"démocratique";1;1;0,003;1;0,001
"couleur";1;1;1;1;0
"contenir";1;1;1;0,108;0,031
"chef";1;1;0,024;1;0,605
"champion";0,245;0;1;1;1
"absurde";1;1;1;0,002;1
"événement";1;1;1;1;0,002
"véritable";1;1;0;1;1
"vivement";1;0,122;0,153;0,7;1
"viande";1;1;1;0;1
"seconde";1;1;0,136;1;0,021
"résoudre";1;1;0,817;1;0,043
"publier";1;1;0,284;1;0
"pertinent";1;1;1;1;0
"marque";1;1;1;0;1
"littéralement";1;1;1;1;0
"libéral";1;1;1;0;1
"jurer";1;0;1;0;1
"féministe";1;1;1;1;0
"fric";1;1;1;0,02;1
"flux";1;1;1;0;1
"fils";0,853;1;1;1;0,014
"double";1;1;1;0;1
"dizaine";1;1;0;0,49;1
"calcul";1;1;1;0;1
"balancer";1;1;1;1;0,021
"association";1;1;1;0,636;0,021
"émission";1;1;1;0;1
"tromper";1;1;0,987;1;0,227
"tendance";1;1;1;1;0
"raisonnement";1;1;0,776;1;0
"pub";1;1;1;1;0,002
"parfaitement";1;1;1;1;0
"luxe";1;1;1;0;1
"hausse";1;1;1;0;1
"favoriser";1;1;1;0;1
"emji_visage_très_souriant_aux_yeux_rieurs";1;0;1;1;1
"emji_femme_avec_la_paume_sur_le_visage";1;0;1;1;1
"contribuable";1;1;1;0;1
"congé";1;1;1;0;1
"concept";1;1;1;1;0
"cinéma";1;1;1;1;0
"catastrophe";1;1;1;1;0,002
"café";1;1;1;0;1
"brûler";1;1;0,478;0,006;1
"bordel";1;0,01;1;1;0,01
"blessé";1;1;0;1;1
"appel";1;1;0,407;1;0
"amour";1;1;1;1;0
"africain";1;1;0,6;0,119;1
"écologique";1;1;1;0;1
"transformer";1;1;0,734;0;1
"the";1;0,262;0,009;1;0,87
"solidarité";0,798;1;0,407;1;0,013
"réchauffement";1;1;1;0,008;0,178
"réaliser";1;1;1;0,011;0,718
"retenir";1;1;0,016;0,382;1
"rappel";1;1;0;0,071;1
"rapidement";1;1;1;0,138;0,227
"préparer";1;1;1;1;0,137
"norme";1;1;1;0,002;0,356
"matière";1;1;1;0;1
"massacrer";1;1;0;1;1
"là_bas";1;1;0,078;1;0,135
"insulter";1;1;1;1;0
"génial";0;0,808;1;1;1
"garantir";1;1;0,944;0,004;1
"facture";1;1;1;0;1
"emji_ok";0,599;0,237;1;1;0,358
"contexte";1;1;0,442;1;0,004
"chemin";1;1;1;1;0
"chaîne";1;1;1;0,008;1
"casque";1;1;1;0;1
"bombe";1;1;0;1;1
"bio";1;0;1;0,802;1
"accompagner";1;1;1;1;0
"étudier";1;1;1;1;0
"violer";1;1;0;1;1
"série";1;0,401;1;1;0
"signifier";1;1;1;0,11;0,077
"quantité";1;1;1;0;1
"programme";1;1;0,944;0,538;0,437
"posséder";1;1;1;0;1
"pauvreté";1;1;1;0;1
"particulier";1;1;1;0,4;0,039
"officiel";1;1;1;1;0
"négocier";1;1;0,002;0,001;1
"montagne";1;1;1;0;1
"liban";1;1;0;1;1
"hyper";1;1;1;1;0,001
"gruyère";1;0;1;1;1
"gosse";1;1;1;0,167;0,028
"félicitation";0;1;1;1;1
"frère";1;1;0;1;1
"empathie";1;1;1;1;0
"bénéfice";1;1;1;0;1
"autrement";1;1;1;0,734;0,002
"améliorer";1;1;1;1;0,001
"supérieur";1;1;1;0,044;0,103
"ramener";1;1;1;1;0
"pièce";1;1;1;0;1
"page";1;1;0,609;1;0
"macron";1;1;0,056;0;1
"indépendant";1;1;0,002;0,4;1
"féminin";1;1;1;1;0
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";1;0;1;0,853;1
"emji_singe_ne_rien_voir";1;0;1;1;1
"emji_femme_qui_hausse_les_épaules";1;0;1;0,911;1
"efficace";1;1;1;0;1
"complexe";1;1;1;1;0
"censé";1;1;0,407;1;0,002
"alimentaire";1;1;1;0;1
"vin";1;0,796;1;0;1
"village";1;1;0;0;1
"sympa";1;1;1;0,056;0,626
"structure";1;1;1;0;1
"science";1;1;1;1;0
"sauter";1;1;1;1;0
"prétexte";1;1;0;1;1
"ongle";1;0,953;1;1;0,004
"mur";1;1;0,309;0,007;1
"italien";1;1;1;1;0
"inventer";1;1;1;1;0
"emji_visage_qui_vomit";1;0;1;1;0,126
"emji_visage_bâillant";1;0;0,403;1;1
"emji_mains_qui_forment_un_coeur";0;1;1;1;1
"emji_crâne";1;1;1;1;0,132
"donnée";1;1;1;1;0,011
"discussion";1;1;1;1;0
"célibataire";1;1;1;1;0
"constitution";1;1;1;1;0
"causer";1;1;0,609;0,348;0,437
"capacité";1;1;1;1;0,001
"actif";1;1;1;0,025;0,843
"élève";1;1;1;0,055;0,09
"vide";1;1;1;0,141;0,172
"survivre";1;1;0,944;0;1
"sang";1;1;0;1;1
"saison";1;0;1;0;1
"répression";1;1;1;1;0
"reconnaissance";1;1;0;1;1
"r";1;1;0,448;1;0,284
"pneu";1;1;1;0;1
"novembre";1;1;0,609;0;1
"lâcher";1;1;0,944;1;0
"horrible";1;1;0,002;1;0,843
"gaucho";1;1;1;1;0
"emji_visage_avec_les_sourcils_relevés";1;0,484;1;1;0,166
"emji_personne_avec_la_paume_sur_le_visage";1;0;1;1;1
"emji_homme_avec_la_paume_sur_le_visage";1;0;1;0,04;1
"don";1;1;0,125;0,633;1
"création";1;1;0;0,418;1
"charge";1;1;1;0;1
"cff";1;1;1;0;1
"bourgeois";1;1;1;1;0
"avs";1;1;1;0;1
"assassiner";1;1;0;1;1
"élément";1;1;1;1;0
"wow";0,05;0,876;1;1;0
"viol";1;1;0;1;0,17
"tristesse";0,306;0;1;1;1
"trafic";1;1;1;0,025;0,357
"style";1;1;1;1;0
"rapporter";1;1;1;0,001;1
"préciser";1;1;0,056;1;0,53
"placer";1;1;1;0,213;0,223
"négociation";1;1;0,047;1;0,44
"méchant";1;1;0,093;1;0,094
"institution";1;1;0,856;1;0,05
"fromage";1;0;1;1;1
"emji_v_de_la_victoire";0;0,347;1;1;1
"emji_applaudissements_peau_légèrement_mate";0,136;1;1;1;0,545
"dossier";1;1;0,9;1;0,017
"dictature";1;1;0,487;1;0
"deuxième";1;1;0,018;0,477;1
"date";1;1;0,032;1;0,004
"culturel";1;1;1;1;0
"complet";1;1;1;0,701;0,072
"communiste";1;1;0;1;0,737
"black";1;1;1;1;0
"application";1;1;1;0,477;0,036
"abuser";1;1;1;1;0
"évoluer";1;1;1;1;0
"échelle";1;1;1;0;1
"torture";1;1;0;1;1
"taire";1;1;0;1;1
"silence";1;1;0;1;1
"samedi";1;0,213;1;0,221;1
"rigoler";1;0,555;1;1;0,17
"période";1;1;1;0,001;1
"pr";1;1;1;0,899;0,214
"poids";1;1;1;1;0,001
"occasion";1;1;1;0,056;0,357
"mémoire";1;1;1;1;0
"mélanger";1;1;1;1;0
"misère";1;1;1;0;1
"marier";1;1;0,015;1;0,002
"majeur";1;1;1;0,043;1
"intérieur";1;1;1;0;1
"horaire";1;1;1;0;1
"honnête";1;1;0,811;1;0,016
"gaz";1;1;1;0,002;1
"former";1;1;1;0,025;0,357
"emji_visage_grimaçant";1;0;1;1;1
"emji_drapeau_algérie";0;1;1;1;1
"commerçant";1;1;1;0;1
"chaos";1;1;0;1;1
"avouer";1;0,098;1;1;0,094
"appartement";1;1;1;0;1
"alimenter";1;1;1;0,014;1
"théorie";1;1;1;1;0,001
"sein";1;1;1;1;0
"sanctionner";1;1;0;1;1
"sacré";1;0,001;1;1;0,032
"réduction";1;1;1;0;1
"réaction";1;1;1;1;0
"quartier";1;1;1;0,221;0,166
"pitié";1;0,008;0,487;1;0,357
"patrimoine";1;1;1;0,001;0,982
"outil";1;1;1;1;0
"méthode";1;1;0,72;1;0,006
"immigré";1;1;1;1;0
"habit";1;1;1;0;1
"grève";1;1;1;0,74;0,01
"fribourg";1;0,755;1;0;1
"extrémiste";1;0,915;0;1;0,066
"enrichir";1;1;1;0;1
"emji_visage_qui_regarde_entre_ses_doigts";1;0;1;1;1
"déchet";1;1;1;0;1
"commercial";1;1;1;0;1
"chier";1;0,288;1;0,566;0,982
"capital";1;1;1;0;1
"bénéficier";1;1;1;0;1
"bâtiment";1;1;1;0,002;1
"bras";1;1;1;0,438;0,22
"bateau";1;1;0,337;0;1
"abri";1;0,796;0,949;0;1
"uniforme";1;1;1;0,001;1
"tôt";1;1;1;1;0,01
"suffisant";1;0,953;1;1;0,094
"sexe";1;1;1;1;0
"restaurant";1;1;1;0;1
"recette";1;1;1;0;1
"qqch";1;1;1;1;0
"punir";1;1;0,026;1;0,014
"provoquer";1;1;0,197;0,928;0,358
"proposition";1;1;1;1;0,066
"maman";1;1;1;1;0
"journalisme";1;1;0;1;0,063
"industrie";1;1;1;0;1
"exploser";1;1;1;0;1
"exploiter";1;1;1;0;1
"explication";1;1;1;1;0
"exact";1;1;1;1;0,01
"emji_coeur_avec_bandages";0;1;1;1;1
"décrire";1;1;1;1;0
"destruction";1;1;0;1;1
"bombardement";1;1;0;1;1
"bois";1;0,003;1;0,002;1
"zéro";1;1;1;1;0,005
"texte";1;1;1;1;0
"romand";1;1;1;0,009;0,884
"retard";1;1;1;0,006;1
"précisément";1;1;1;0,928;0,014
"pote";1;1;0,004;1;0,122
"nobel";1;0,519;0;1;1
"netflix";1;0,005;1;0;1
"nan";1;1;0,337;1;0,217
"massif";1;1;0,079;0;1
"joyeux";0;1;1;1;1
"immense";1;1;1;0,116;0,09
"humour";1;0,876;1;1;0
"foule";1;1;1;1;0
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";1;1;0,968;0,723;0,779
"effacer";1;1;0,004;1;0,013
"débattre";1;1;1;1;0
"difficulté";1;1;1;0,002;1
"compétence";1;1;1;0,221;0,045
"compagnie";1;1;1;0;1
"coller";1;0,915;1;0,928;0,22
"code";1;1;1;1;0,002
"ciel";1;1;1;0;1
"bonheur";1;0,449;1;0;1
"allemagne";1;0,796;0,302;0;1
"équitable";1;1;1;0,001;1
"échec";1;1;1;0;1
"verser";1;1;0,852;0;1
"trajet";1;1;1;0;1
"technologie";1;1;1;0;1
"supplémentaire";1;1;1;0;1
"suicide";1;1;1;1;0,002
"saint";1;0,628;0,004;1;1
"respectueux";0,05;1;1;1;0,09
"reprocher";1;1;1;1;0,001
"rembourser";1;1;1;0;1
"quasiment";1;1;1;0,012;1
"pétrole";1;1;0,996;0;1
"prévention";1;1;1;0,003;0,781
"promettre";1;1;1;0,017;1
"production";1;1;1;0;1
"procès";1;1;0;1;1
"pourcentage";1;1;1;0;1
"pari";1;1;0,996;0,001;1
"nier";1;1;0,004;1;0,002
"jet";1;1;1;0;1
"incapable";1;1;1;1;0
"immobilier";1;1;1;0;1
"honnêtement";1;1;1;1;0
"fatiguer";1;1;0,629;1;0,001
"emji_visage_épuisé";1;0,131;1;1;0,003
"emji_trèfle_à_quatre_feuilles";0;1;1;1;1
"construction";1;1;1;0;1
"coloniser";1;1;0;1;1
"business";1;1;0,901;0;1
"éthique";1;1;1;0;1
"voleur";1;1;0,15;1;0,217
"vente";1;1;1;0;1
"test";1;1;1;1;0,001
"soumettre";1;1;1;0,777;0,03
"signe";1;1;1;1;0
"renforcer";1;1;0,302;1;0,087
"qualifié";1;1;0,041;0,203;1
"opportunité";1;1;1;1;0,008
"mio";1;1;1;0;1
"maximum";1;1;0,451;0;1
"intelligence";1;1;1;1;0
"injustice";1;1;0,996;1;0
"gestion";1;1;1;0;1
"gazaouis";1;1;0;1;1
"ficher";1;1;0,15;1;0,122
"faim";1;1;1;0;1
"estimer";1;1;0,949;0,274;0,446
"emji_drapeau_france";0,561;1;1;0;1
"détourner";1;1;0;1;1
"dingue";1;1;0,802;1;0,211
"circulation";1;1;1;0;1
"ch";1;1;1;0;1
"bel";1;1;0,13;1;0,087
"abonnement";1;1;1;0;1
"île";0,561;0,275;1;0,5;1
"émotion";1;1;1;1;0
"élu";1;1;1;1;0
"écologie";1;1;1;0;1
"âgé";1;1;1;1;0,002
"utilisation";1;1;1;1;0,002
"témoignage";0;1;0,13;1;1
"tolérance";1;1;1;1;0
"scène";1;1;1;1;0
"populaire";1;1;1;1;0,027
"modèle";1;1;1;0;1
"marrant";1;1;1;1;0
"lutter";1;1;0,949;0,46;0,281
"impunité";1;1;0;1;1
"ignorance";1;1;1;1;0
"hâte";1;0;1;1;0,281
"hypocrite";1;1;0,03;1;0,083
"fonds";1;0,796;1;0;1
"excuse";1;1;0,001;1;0,042
"emji_visage_souriant_avec_auréole";0,084;0,228;1;0,508;1
"emji_visage_souriant";1;1;1;1;0,042
"démocrate";1;1;1;1;0
"domestique";1;1;1;1;0
"direction";1;1;1;0,284;0,553
"crever";1;1;1;0;1
"confortable";1;1;1;0,04;0,278
"cancer";1;1;1;0;1
"agresseur";1;1;0,495;1;0
"week_end";1;1;1;0;1
"vs";1;1;0,702;0;1
"transmettre";1;1;1;0,228;0,214
"tonne";1;1;0;0,029;1
"suffisamment";1;1;1;0,117;0,118
"ski";0,124;1;1;0;1
"refaire";1;1;1;1;0
"rassurer";1;1;1;0,819;0,017
"précédent";1;1;1;1;0,007
"poubelle";1;1;1;0;1
"plastique";1;1;1;0;1
"phénomène";1;1;1;1;0
"paiement";1;1;1;0;1
"négatif";1;1;1;0,054;0,214
"montant";1;1;1;0;1
"moderne";1;1;0,111;0,022;1
"marge";1;1;1;0;1
"lit";1;1;1;1;0,059
"entièrement";1;1;1;0,002;0,914
"emji_visage_retenant_ses_larmes";0;0,003;1;1;1
"emji_pouce_vers_le_bas";0,074;1;1;0,308;1
"emji_homme_qui_hausse_les_épaules_peau_légèrement_mate";1;1;0;1;1
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";1;1;1;0;1
"emji_drapeau_états";0;1;0;1;1
"descendre";1;1;0,008;1;0,914
"contrat";1;1;1;0,001;1
"bord";1;1;1;0,626;0,059
"agression";1;1;1;1;0
"équité";1;1;1;1;0
"électricité";1;1;1;0;1
"économiser";1;1;1;0;1
"échapper";1;1;0,001;1;1
"volontaire";1;1;0,451;1;0,025
"trouble";1;1;1;1;0
"tres";1;1;1;1;0,002
"trafiquant";1;1;0;1;1
"sensé";1;1;0,852;1;0,002
"réserver";1;1;1;0,339;0,278
"repartir";1;1;1;0,07;0,793
"présence";1;1;1;0,698;0,354
"propriétaire";1;1;1;0;1
"profondément";1;1;1;1;0,083
"nettoyage";1;1;0;0,819;1
"munition";1;1;1;0;1
"moral";1;1;1;1;0
"mandat";1;1;0;1;0,793
"légitime";1;1;0,094;1;0,083
"lourd";1;1;1;0;1
"leçon";1;1;1;1;0
"interdiction";1;1;1;0,002;1
"intention";1;1;1;1;0
"inspirer";1;1;1;1;0,004
"injuste";1;1;1;0,235;0,276
"global";1;1;1;0;1
"fossile";1;1;1;0;1
"foi";0,986;1;0,495;1;0,159
"familial";1;1;1;0,011;0,356
"entrée";1;1;0,238;0;1
"emji_visage_avec_une_main_sur_la_bouche";1;0;1;1;1
"emji_visage_avec_lunettes_de_soleil";0,063;0;1;1;1
"emji_mains_qui_forment_un_coeur_peau_claire";0,001;0;1;1;1
"critère";1;1;1;1;0
"copain";1;1;1;1;0
"club";1;1;1;1;0
"bête";1;1;0,852;1;0,007
"apres";1;1;0,209;1;0,056
"absolu";1;1;1;0,483;0,553
"évident";1;1;1;1;0
"vaudois";1;1;1;0;1
"tenue";1;1;1;0,295;0,149
"strictement";1;1;1;1;0,009
"stratégie";1;1;0,802;0,15;0,793
"sexuel";1;1;1;1;0
"scolaire";1;1;1;0;1
"réussite";1;1;1;0;1
"roi";1;0,001;1;1;0,93
"revanche";1;1;0,802;0,483;0,356
"reprise";1;1;0,006;0,07;1
"rapide";1;1;1;0;1
"pointer";1;1;1;1;0
"pcq";1;1;0,752;1;0,036
"opération";1;1;0,004;1;0,673
"médicament";1;1;1;0;1
"musée";1;0,589;1;1;0
"militant";1;1;0,209;1;0
"midi";1;0,959;1;0;1
"majoritairement";1;1;1;0,029;0,793
"instant";1;1;0,451;1;0,114
"insta";1;1;1;1;0
"inscrire";1;1;1;1;0
"hésiter";1;0,673;1;0,74;1
"faveur";1;1;0;1;0,558
"fan";0,923;0,631;1;1;0,036
"extermination";1;1;0;1;1
"exposer";1;1;1;1;0,004
"exiger";1;1;0,209;0,483;0,793
"employer";1;1;0,409;0,053;1
"emji_tas_de_crotte";1;0;1;1;1
"emji_arbre_à_feuilles_caduques";0;1;1;1;1
"détriment";1;1;0,802;0;1
"discrimination";1;1;1;1;0
"cul";1;1;1;1;0,01
"criminalité";1;1;1;1;0,002
"covid";1;1;1;0;1
"convaincre";1;1;1;0,74;0,114
"collègue";1;1;1;0,011;1
"cigarette";1;1;1;0;1
"caméra";1;1;1;0,019;1
"biais";1;1;1;1;0,002
"établir";1;1;1;1;0,001
"éliminer";1;1;0;0,198;1
"visible";1;1;1;0,091;0,109
"transparence";1;1;1;0,948;0,002
"talent";0,001;1;1;1;0,002
"taille";1;1;1;0;1
"siège";1;1;0,954;0;1
"rétablissement";0;1;1;1;1
"ramasser";1;1;1;1;0,052
"raccourci";1;1;1;1;0,003
"pénal";1;1;0,133;1;0
"privilégier";1;1;1;0,001;1
"privilège";1;1;1;1;0
"principalement";1;1;0,752;0,007;1
"piste";1;1;1;0;1
"pierre";1;1;1;1;0,003
"occident";1;1;0;1;1
"numéro";1;0,915;1;1;0
"moquer";1;1;1;1;0
"menacer";1;1;0,003;0,866;1
"masculinisme";1;1;1;1;0
"km";1;1;1;0;1
"importance";1;1;1;0,948;0,276
"fortement";1;1;1;0,118;0,276
"fonder";1;1;0,702;1;0
"financement";1;1;0,053;0;1
"fifa";1;1;1;1;0,064
"déni";1;1;1;1;0
"délit";1;1;0,702;1;0
"disponible";1;1;1;0;1
"digne";0,397;1;0,018;1;1
"conclusion";1;1;1;1;0
"commander";1;1;0,752;0;1
"chinois";1;1;1;0;1
"carrément";1;1;1;0,053;0,93
"cantonal";1;1;1;0,021;0,45
"calme";1;1;0,328;1;0,149
"asie";1;1;1;0,092;0,989
"apprentissage";1;1;1;1;0,001
"accorder";1;1;1;1;0,001
"accessible";1;1;1;0;1
"évidence";1;1;1;1;0,149
"équivalent";1;1;1;0;1
"union";1;1;0,328;1;0,149
"tribunal";0,891;1;0,014;1;0,023
"tradition";1;1;1;0,369;0,691
