"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"vendre";-31,925;-1,321;0,43;262,308;-2,068;-71,609
"noël";126,651;-2,853;-15,988;-2,606;-3,636;-26,127
"haine";-63,401;-1,31;141,72;-33,622;-0,152;26,064
"mourir";-20,971;-1,194;0,042;-16,799;37,097;35,244
"arme";-62,489;-2,853;476,541;-4,434;-1,883;-12
"allemand";-24,017;-2,708;-4,722;-5,892;-1,714;67,729
"réel";-42,153;-2,958;-2,434;3,978;-2,006;31,134
"européen";-66,594;-0,269;64,197;68,415;-1,96;-16,97
"obliger";-48,785;-1,286;-0,787;2,669;0,455;27,473
"discours";-25,025;-2,997;-0,057;-30,016;-2,053;95,915
"uniquement";-65,596;-1,298;4,32;36,987;0,441;0,552
"rentrer";-35,979;0,425;-0,024;-0,004;0,482;24,737
"garçon";172,949;-2,918;-18,425;-46,192;-1,96;-5,546
"grave";-30,821;-1,275;3,608;-3,49;-0,794;32,657
"excellent";229,459;-1,275;-13,217;-15,684;-0,794;-50,337
"voisin";-18,229;-0,283;-0,149;-0,148;646,746;-4,79
"racisme";-57,511;-2,748;-2,267;-34,327;-1,76;169,742
"information";-38,39;-1,206;17,285;-26,05;-1,913;60,506
"content";-7,278;0,004;-3,145;0,068;0,482;8,682
"taxe";-60,686;-2,669;-16,513;588,467;-0,546;-114,202
"ultra";-54,761;-1,08;-7,216;327,388;-3,485;-42,364
"résultat";-51,88;-2,813;-6,464;12,947;-0,667;27,644
"différent";-34,552;0,01;-2,109;-1,053;-1,913;50,343
"adulte";-34,552;-1,206;-16,187;-39,009;-3,669;179,065
"média";-65,35;-2,866;62,992;-6,07;-1,898;26,162
"ia";-51,144;-2,682;-14,698;27,44;-3,418;23,528
"fonctionner";-64,417;-0,224;-6,545;120,154;-1,852;-0,108
"citoyen";-64,106;-2,813;8,384;25,839;-1,836;2,768
"bonheur";270,22;-2,84;-19,863;-15,063;-3,619;-54,82
"poste";-47,457;-2,722;-11,503;89,328;-0,049;0,177
"drôle";6,115;-1,183;-9,359;-28,977;-3,636;24,109
"cadeau";-0,142;-2,617;-18,139;92,089;-3,335;-19,253
"empêcher";-61,557;-2,813;2,935;0,395;-3,585;37,054
"doute";-19,538;-2,866;-0,535;-3,894;-0,713;42,049
"sérieux";-32,427;0,012;-2,056;-8,728;-0,713;70,595
"crime";-60,375;-2,656;1285,222;-36,451;-3,385;-70,168
"qualité";-33,414;-2,827;-19,761;193,894;-0,678;-12,259
"fermer";-47,958;0,015;0,063;14,73;-1,867;8,501
"minimum";-63,484;-2,787;-4,144;53,798;-1,806;6,876
"clair";-37,807;-2,853;1,362;-0,019;-0,701;28,323
"sport";-6,967;0,039;-16,915;-0,077;-3,468;28,514
"prochain";-18,327;-1,137;-0,753;-2,72;-0,656;36,257
"enfance";299,693;-0,211;-15,591;-41,543;-3,569;-43,389
"taxer";-60,485;-2,551;-19,778;556,655;-3,251;-93,151
"israel";-60,796;-2,564;1877,249;-52,721;-3,268;-137,236
"froid";160,15;0,645;-1,015;-11,062;-3,485;-51,98
"manifestant";-60,997;-2,682;1218,312;-39,077;-3,418;-57,854
"chiffre";-55,343;-2,656;-1,89;139,018;0,142;-5,77
"évidemment";-55,997;0,024;-0,018;0,756;-0,645;35,466
"livre";-27,693;-1,002;-3,399;-17,162;-3,368;95,515
"tourner";-9,175;-1,092;-11,693;84,018;-3,502;-5,553
"physique";-46,848;-2,695;-14,797;49,6;-0,568;7,852
"fond";-8,986;-1,08;-7,216;0;-1,745;22,156
"voix";126,63;-2,722;-0,001;-26,443;-1,729;-21,511
"règle";-42,759;15,281;-4,722;0,069;-1,714;37,414
"mignon";386,759;-2,735;-21,202;-46,788;9,287;-79,07
"sauver";-29,466;-0,141;-1,237;25,489;2,241;0,623
"lol";-18,947;0,711;-0,862;-13,814;0,824;48,636
"habiter";-4,334;2,107;-8,298;40,558;2,092;-6,574
"perso";-24,017;7,154;-18,848;5,997;-1,714;19,592
"naturel";6,412;-2,643;-9,383;-0,003;28,996;-1,821
"mondial";-47,593;-2,63;1,83;296,302;-3,351;-71,235
"gentil";15,657;-2,617;-1,15;-21,173;50,471;-0,141
"entier";-37,158;0,645;5,52;-0,421;-1,745;20,856
"produit";-56,335;-2,485;-17,125;453,092;-1,457;-68,726
"économie";-62,973;-0,147;-16,412;544,586;-3,385;-96,022
"top";95,085;2,389;-10,561;-1,645;-0,483;-31,184
"subir";-51,674;-2,604;90,51;-1,735;-1,593;5,829
"esprit";-9,455;-2,63;-3,334;-33,894;-0,514;83,597
"revoir";62,217;-2,669;-4,503;-2,743;-3,402;-10,941
"milliard";-51,936;-2,407;-1,571;454,938;-1,368;-105,793
"juif";-55,511;-0,041;1461,151;-40,705;-2,984;-102,161
"cacher";-44,111;-2,577;66,02;0,017;-1,562;2,365
"photo";-3,264;-0,957;-1,636;-19,159;0,182;36,992
"blague";-26,49;-2,25;3,617;-10,72;0,013;40,578
"produire";-57,211;-0,136;-5,358;308,167;-0,514;-43,318
"fortune";-46,535;-2,485;-11,451;468,157;-3,168;-89,611
"étonner";-25,593;-1,948;-1,772;10,421;-0,08;7,924
"moyenne";-52,866;-2,446;-16,821;427,979;-3,117;-61,964
"bout";-9,068;-0,968;-0,315;-0,949;-1,593;18,336
"bcp";-20,63;2,542;0,625;2,675;-0,01;3,008
"économique";-60,174;-0,913;0,086;292,156;-3,234;-50,996
"svp";-4,883;-2,617;-4,215;-10,452;-0,504;40,454
"emji_visage_retenant_ses_larmes";422,261;-2,25;-17,44;-34,294;-2,867;-91,089
"cest";-27,195;3,101;-0,026;-4,447;-1,323;38,925
"soir";-0,068;0,856;-5,051;-0,002;51,634;-0,234
"prouver";-53,487;-0,858;3,706;-3,404;-0,393;50,14
"national";-18,409;-2,577;-0,586;15,386;-0,473;1,942
"fédéral";-54,107;-2,499;70,39;59,514;-3,184;-17,848
"emji_visage_envoyant_un_bisou";89,835;-0,667;-2,291;-13,054;-2,85;-13,09
"merveilleux";514,169;-2,564;-19,88;-50,241;-3,268;-102,463
"bosser";-40,101;-2,499;-19,371;172,673;-1,472;-5,375
"élève";-20,902;-2,394;-18,558;-31,059;-3,051;142,095
"privé";-43,012;-0,066;-4,226;177,764;-0,364;-16,935
"personnel";-40,775;0,155;-9,44;23,227;-0,364;10,985
"parole";0,012;-2,512;12,903;-46,697;-1,487;17,702
"refuser";-52,865;-2,551;22,441;33,072;-1,532;-0,427
"débat";-44,537;-0,88;-3,584;-6,824;-3,184;94,205
"élastique";520,736;-2,433;-18,863;-45,011;-3,101;-113,49
"tirer";-30,313;-0,891;18,858;-3,136;1,122;13,121
"vivant";-8,157;-2,472;-0,008;-1,735;7,941;10,552
"retour";-2,026;0,114;-0,829;12,016;-1,487;-0,831
"bonjour";-0,328;0,114;-1,991;-1,15;-0,422;5,318
"moitié";-32,072;-0,038;-0,759;3,926;-2,967;17,688
"italien";0;195,201;-8,333;-7,761;-1,22;1,286
"etait";5,153;-0,051;-2,161;-23,346;-3,034;11,934
"énergie";-19,608;-2,25;-11,447;283,174;-2,867;-56,783
"soin";-26,51;-2,42;-4,153;25,496;12,016;0,728
"arabe";-51,675;-0,029;755,64;-32,986;-2,917;-21,175
"oser";-36,48;1,09;0,054;-3,038;-0,364;41,406
"forme";-21,956;-2,446;-2,455;0,768;-0,001;20,945
"financer";-54,16;-2,394;55,922;114,452;-1,353;-40,391
"démocratie";-47,606;-0,038;282,034;-13,24;-1,279;-0,253
"douche";-46,679;6786,001;-17,745;-28,92;-1,235;-32,192
"âme";170,179;-2,42;-9,347;-24,105;-0,355;-23,118
"phrase";-4,12;-2,42;-6,49;-40,099;0;79,192
"nombreux";-32,716;-2,446;0,937;38,228;-3,117;0
"fait";-54,16;-0,794;0,092;-3,988;-0,336;66,836
"banque";-40,408;-2,223;-1,508;436,944;-2,833;-111,435
"soutien";-30,486;-2,433;465,692;-5,176;-3,101;-26,577
"emji_visage_de_clown";-20,562;0,028;7,559;2,518;-0,713;1,301
"mesure";-49,771;-0,815;3,185;80,313;-3,084;-3,343
"lien";-18,339;-2,42;-0,583;8,499;-3,084;6,212
"région";-7,631;-0,772;4,65;49,849;-0,318;-19,85
"général";-45,001;-0,063;-1,622;11,894;-1,383;15,859
"décider";-47,916;-2,341;8,959;7,072;-1,294;6,84
"condition";-45,2;-0,74;0,028;114,137;-1,279;-7,734
"chaud";64,562;-0,051;-6,238;-0,122;-3,034;-21,687
"changement";-43,162;-2,341;-7,323;90,807;-1,294;-0,012
"user";-57,376;-2,42;98,787;23,731;-3,084;-6,622
"total";-39,564;-2,381;52,784;11,668;-3,034;-0,813
"responsable";-52,606;-2,328;21,014;22,097;0,003;-0,002
"endroit";-17,054;0,261;-4,403;13,19;-0,256;3,057
"emji_étincelles";289,19;-0,515;-8,219;-29,904;-2,6;-60,635
"udc";-42,244;-0,719;-4,556;-9,195;-2,934;100,206
"origine";-35,291;-0,783;-0,489;-4,59;0;56,403
"forcément";-32,365;-0,751;-7,323;5,28;-0,3;23,885
"couple";-19,367;-0,605;-9,066;-19,11;-1,09;93,167
"autoriser";-52,296;-0,73;596,336;-0,269;0,004;-55,444
"compter";-30,682;-2,354;-0,835;55,952;0,001;-0,394
"américain";-42,244;-2,302;29,613;113,244;-1,25;-34,517
"retourner";-25,122;-0,762;5,975;-8,86;-1,309;34,422
"musulman";-49,811;36,304;931,339;-37,913;-2,817;-57,153
"millier";-49,765;-0,73;218,477;6,617;-0,282;-19,359
"capable";-36,199;-2,328;-3,65;-9,578;1,526;79,462
"pro";-31,739;-2,223;551,904;-14,201;-1,162;-26,183
"neige";122,541;-0,646;-13,005;0,126;-2,817;-50,301
"ensemble";-11,554;-2,341;0,021;0,24;-2,984;10,376
"emji_mains_en_prière_peau_claire";237,239;0,003;-9,209;-27,992;-2,483;-44,167
"coûter";-31,739;-0,656;-13,105;377,105;-2,833;-75,539
"proposer";-34,704;-0,688;-0,056;54,176;0,01;-0,64
"prison";-51,675;-2,289;395,654;-9,005;0,007;-6,813
"prime";-40,408;-2,223;-5,249;460,519;-2,833;-108,178
"ordre";-49,455;-2,302;131,115;-0,013;0,445;-0,142
"impression";-17,089;-0,762;-10,491;-8,86;-3;73,716
"dangereux";-37,148;-2,276;-2,474;8,401;3,56;12,902
"comparer";-20,133;-2,276;-0,272;13,19;0,008;2,077
"client";-31,15;-2,197;-14,898;270,403;-2,8;-35,437
"proche";-11,885;-2,289;-1,77;15,579;-2,917;1,486
"intéresser";-36,199;-0,74;-0,124;0;-1,279;34,533
"gamin";6,964;-2,328;-13,905;-27,777;-0,291;23,168
"final";-26,206;-0,667;-5,33;97,791;0,527;-6,417
"coût";-51,675;-0,709;-13,605;502,371;-2,917;-96,23
"renseigner";-44,892;-2,315;9,35;-2,038;-2,95;35,491
"date";0,063;-0,032;-2,599;-23,576;0,005;23,203
"charger";-44,516;-2,197;-0,147;84,025;-2,8;-0,903
"réussir";-29,236;-2,289;-0,651;39,992;-1,235;0,205
"marché";-36,244;-2,236;-9,634;345,292;-2,85;-60,868
"jeunesse";98,947;-2,25;-13,305;-3,933;-2,867;-15,855
"commettre";-51,364;-2,276;850,785;-26,724;-2,9;-33,393
"imposer";-51,054;-0,688;-0,582;71,636;-2,883;0,015
"évoluer";-27,797;-0,017;-13,105;-7,051;0,018;78,677
"emploi";-51,471;-0,615;-12,706;392,677;-2,767;-59,95
"obligatoire";-41,816;16,144;-10,958;36,643;-1,119;3,164
"massacre";-29,427;-1,555;855,005;-26,26;-0,469;-58,949
"réduire";-51,471;-0,009;-6,193;270,18;-1,104;-34,287
"ridicule";-18,303;-2,184;-2,054;-2,625;-2,783;44,082
"planète";-27,223;-2,197;-2,112;9,053;0,023;9,699
"participer";-38,143;-2,223;6,218;3,929;-1,162;7,891
"beauté";210,657;-2,21;-17,135;-27,322;-2,817;-24,11
"témoignage";257,774;-2,223;-4,102;-40,519;-2,833;-42,453
"militaire";-51,471;-2,171;64,031;3,932;-2,767;0,351
"message";-23,561;-2,197;-0,147;-19,849;-2,8;79,183
"limite";-32,319;-0,605;-7,514;16,821;-0,185;11,173
"chien";-9,377;-2,066;-6,884;-9,102;1344,922;-5,728
"titre";-25,077;-0,625;0,031;-2,053;-2,783;36,147
"souci";-28,572;-0,009;-3,805;1,518;-1,104;24,959
"horreur";-24,795;1,645;114,315;-14,718;14,818;-0,001
"choquer";-26,65;-0,615;-6,193;-17,739;0,03;91,33
"prof";-6,249;-0,001;-13,887;-30,451;-2,633;87,864
"internet";-32,617;-2,171;-9,16;2,016;-1,104;37,171
"film";28,327;-2,158;-9,066;-8,209;0,034;-0,016
"disparaître";-17,271;0,392;-4,687;10,643;2,081;2,537
"émission";6,991;-2,092;-14,089;6,065;-1,018;-2,411
"unir";-36,438;-0,525;119,804;22,432;-0,976;-22,64
"erreur";-40,894;-0,595;-2,696;32,105;-0,177;3,983
"considérer";-39,185;-0,615;1,017;-0,416;4,047;24,959
"accueillir";-40,812;-2,04;63,265;2,876;-0,961;0
"matin";-7,949;3,83;-10,958;2,438;-0,2;7,396
"fils";72,843;-0,565;-4,529;-10,923;-2,683;-7,471
"certainement";-17,528;-2,145;-0,313;-9,128;0,659;43,351
"téléphone";-10,019;-2,105;-16,323;2,132;-2,683;21,272
"pleurer";19,286;-2,118;0,001;-8,741;-1,047;-0,522
"match";-13,376;-2,079;-16,119;42,774;-2,65;0,577
"justifier";-49,917;-2,105;103,273;0,789;-1,032;0
"italie";-11,68;808,794;-1,824;10,643;-1,061;-27,368
"climatique";-42,949;-2,027;-11,609;212,124;-2,583;-14,724
"apporter";-18,314;-2,105;-0,24;-1,46;2,166;24,32
"projet";-27,63;-2,04;-1,445;232,557;-0,961;-48,661
"pensée";3,745;-2,132;-5,937;-17,02;-1,061;14,552
"monter";-3,479;-0,565;-7,153;36,417;0,052;-3,152
"mental";-17,271;-2,053;-13,786;-5,785;-2,616;72,276
"maman";49,858;-2,066;-10,081;-15,833;-0,135;-0,211
"expression";-24,372;-2,066;-4,295;-34,846;-0,99;120,681
"emji_visage_qui_hurle_de_peur";-1,578;3,466;-0,673;-5,446;0,417;8,551
"déranger";-41,121;0;-0,014;-10,095;-0,128;69,553
"calcul";-12,9;-2,053;-9,984;-1,111;-2,616;43,048
"retraite";-7,221;-2,066;-13,887;183,048;-2,633;-37,22
"pain";-4,191;0,019;-12,17;125,685;50,492;-55,476
"opinion";-44,497;-2,092;0,007;-9,499;-2,666;81,346
"fête";153,098;-2,027;-9,79;-7,419;-2,583;-33,526
"fier";11,945;0,001;-1,242;-7,939;-0,097;0,013
"emji_visage_souriant";180,495;-0,001;-8,407;-20,759;-2,633;-31,553
"conscience";-32,338;-2,066;-0,02;-2,79;0,79;41,889
"attaquer";-41,121;-2,053;132,219;0,011;7,79;-2,842
"courir";-10,453;-1,987;-3,833;-6,872;-0,097;42,544
"commun";-33,901;32,252;-6,705;85,513;-0,122;-5,922
"plaire";-6,464;-0,495;-1,342;-18,053;-0,933;46,673
"finalement";-10,56;-2,066;-3,228;3,942;-0,135;6,778
"course";-20,998;-1,909;-12,675;29,099;-0,064;3,545
"bientôt";-24,089;0;-0,897;20,641;0,074;0,813
"prêt";-16,753;-2,027;-3,018;79,766;-2,583;-4,883
"p";0,09;0,002;-1,83;-0,946;-2,499;3,038
"intelligent";0,163;-2,04;-11,709;-12,476;0,837;22,128
"courant";-23,523;8,148;2,57;-2,428;0,862;13,314
"copain";78,135;-1,948;-6,086;-15,241;-2,483;-4,685
"actuellement";-28,215;-2,066;-0,481;15,284;-2,633;5,965
"sympa";60,236;-0,515;-9,887;-9,89;-0,122;-3,791
"rouler";-10,009;-1,961;-11,112;269,079;-2,499;-69,688
"emji_visage_souriant_avec_yeux_plissés";29,493;-0,276;-7,387;-4,992;-2,166;-0,505
"compliqué";-38,437;-0,515;-0,855;0,022;-0,122;36,022
"carte";-5,201;0,656;-1,004;110,629;-2,449;-36,58
"sud";-20,069;-0,447;4,307;210,854;-2,483;-80,453
"responsabilité";-32,391;-1,974;0,777;0,133;-0,891;21,486
"fumer";-15,979;-1,909;-10,715;5,723;-0,822;15,17
"atteindre";-37,824;-2,014;-2,068;95,695;-0,933;-2,235
"adorable";234,285;-2,014;-13,483;-36,034;53,297;-56,787
"acte";-41,71;-1,974;184,197;-6,692;-0,891;0,121
"violent";-33,599;-2,027;21,761;-25,552;-0,115;47,66
"juger";-29,351;-1,935;8,779;-25,666;-2,466;62,268
"etre";-17,546;-0,476;-2,811;-3,374;8,345;30,653
"consommation";-43,603;-0,447;-12,978;167,337;-0,863;-7,088
"boulot";-30,245;0,581;-3,757;7,435;-0,091;12,118
"assurer";-28,763;-2,001;-0,332;85,944;-0,919;-5,06
"décision";-30,544;-1,987;2,877;0,827;-2,533;13,904
"critiquer";-41,71;-1,974;-0,061;-6,692;-0,091;68,271
"vacance";-4,516;0,637;-15,002;117,429;-0,85;-24,328
"rêve";63,919;-0,457;-1,145;-3,106;-2,499;-17,743
"présenter";-34,611;-1,974;-0,061;-3,239;-0,891;52,902
"gérer";-44,224;-1,974;0,36;25,892;-2,516;3,358
"georges";237,745;-1,817;-14,088;-39,161;-2,316;-26,238
"action";-32,482;-1,883;59,755;2,86;-0,795;-0,244
"nuit";-9,788;-0,447;-0,038;1,555;2,744;2,212
"emji_visage_avec_un_léger_sourire";0,466;2,424;2,566;-10,314;-0,064;0,769
"direct";-31,788;0,618;0,008;23,166;-0,863;0,678
"danger";-42,982;-0,428;5,894;0,297;0,15;14,523
"chrétien";-37,997;-1,817;718,91;-25,273;-2,316;-29,877
"bloquer";-43,293;-1,935;16,829;27,779;-2,466;-0,19
"utile";-33,698;91,273;-1,715;5,239;-0,85;3,594
"ressembler";17,579;-0,419;-2,411;-1,465;-0,064;-2,163
"musique";48,35;-1,83;-8,343;-11,691;-0,74;-0,803
"manif";-42,052;-1,883;585,143;-15,613;-2,399;-20,664
"emji_visage_avec_un_sourire_malin";-0,59;0,064;-0,082;-1,378;-0,608;3,819
"vol";-44,637;-0,4;-2,281;275,68;-2,399;-45,435
"lier";-35,984;-1,935;-2,542;78,298;-0,075;-0,875
"employé";-35,984;-1,935;-9,113;243,586;-2,466;-29,506
"dépendre";-18,976;-1,896;-7,197;114,028;-0,059;-10,597
"dépasser";-33,698;-1,935;-4,684;74,82;-2,466;-0,073
"criminel";-41,431;-1,856;595,975;-15,132;-2,366;-22,789
"habitude";-25,014;0,656;-0,185;-0,724;1,078;23,17
"effort";-27,29;-1,935;-5,998;10,776;-0,85;13,895
"cesser";-37,421;-1,896;696,012;-11,42;-0,808;-46,083
"cerveau";-29,982;2,566;-2,217;-16,999;-0,781;79,106
"zone";-37,378;0,032;3,604;196,944;-0,7;-55,296
"quitter";-15,462;-1,883;-0,004;37,511;-0,055;-1,79
"inventer";-18,109;105,747;-5,998;-5,213;-0,075;22,343
"enlever";-25,529;2,615;0,077;41,725;-2,366;-1,448
"couleur";-0,408;-0,409;-8,823;-12,818;-0,059;30,18
"vélo";-30,48;0,064;-11,061;320,87;-0,608;-66,802
"frais";-11,807;2,665;-5,388;215,296;-2,349;-63,363
"désolé";-30,584;0,697;-3,31;-12,818;-0,059;75,522
"critique";-32,179;-1,87;0,062;-9,684;-0,781;62,057
"bête";-6,202;-0,336;-6,462;-18,951;235,377;12,027
"rare";0,234;-1,856;-10,318;0,138;0,201;1,814
"raconter";-15,72;-1,896;-0,009;-7,711;-0,808;40,131
"président";-14,692;-1,843;267,481;-5,922;-2,349;-12,419
"lac";120,155;-0,243;-12,768;-1,006;-0,556;-38,337
"héritage";-30,662;-1,804;-11,867;304,049;-2,299;-50,941
"emji_visage_très_souriant_aux_yeux_rieurs";82,202;3,216;-7,483;-3,421;-2,182;-21,875
"directement";-38,615;0,783;6,967;53,9;-2,349;-4,662
"assumer";-34,453;-1,87;5,19;-5,304;-0,781;38,235
"affaire";-25,236;0,783;2,168;30,347;-0,754;-1,289
"vote";-32,923;-1,804;-0,04;-2,913;-2,299;51,502
"passage";-12,287;56,851;-5,561;70,808;-0,781;-17,231
"papier";-30,662;1439,95;-6,554;0,021;-0,03;-6,155
"billet";-11,986;-1,778;-11,666;304,44;-2,266;-80,162
"sauvage";-21,125;-1,83;-5,302;-27,652;5450,595;-79,982
"foot";-2,433;-0,31;-9,527;-1,795;-0,66;21,194
"essentiel";-21,689;2,615;-0,093;13,093;-2,366;1,385
"doigt";-19,887;0,016;-5,475;-5,137;1,233;46,065
"remarquer";-16,253;-0,372;-5,388;-6,954;-2,349;57,241
"principe";-38,925;0,016;0,077;27,478;-0,767;1,013
"loyer";-43,084;-1,817;-11,968;459,304;-2,316;-91,968
"leçon";42,055;-0,372;-5,388;-11,914;-0,041;-1,289
"cheveu";8,331;-0,345;-5,13;-4,487;-0,713;0,937
"avance";-9,238;-1,843;-0,078;-6,954;-2,349;32,365
"sacré";102,147;-1,804;-9,922;-14,176;-0,713;-10,054
"gosse";-3,871;-1,817;-11,968;-10,12;-0,727;47,695
"découvrir";7,682;0,806;-6,737;-1,892;-0,74;0,092
"énorme";-7,655;-0,354;-10,021;115,904;-0,727;-19,669
"village";-0,006;-1,791;0,015;26,524;0,262;-17,203
"scientifique";-37,089;-1,673;-10,859;-4,656;-0,582;89,529
"nécessaire";-31,268;-1,83;-2,948;89,423;-0,74;-2,499
"augmentation";-40,29;-1,699;-11,061;328,513;-0,608;-53,069
"ya";-15,206;0,877;-2,736;-5,232;1,406;32,696
"ps";-8,37;-0,336;0,175;-0,183;-0,7;8,695
"inutile";-38,306;-1,83;-0,064;35,784;-0,74;0,975
"impossible";-12,964;2,715;-0,064;24,603;-0,74;-1,139
"emji_visage_souriant_avec_une_larme";10,214;-0,243;-4,121;0,084;-0,002;-2,822
"dénoncer";-41,842;-1,765;227,672;-3,228;-0,02;-2,003
"conflit";-42,153;-1,778;190,924;-7,101;-2,266;0,183
"transport";-37,069;-1,778;-13,784;414,168;-0,687;-83,303
"soigner";-22,326;-1,712;2,258;43,574;-0,621;-3,404
"siècle";-23,487;0,928;8,19;-2,523;-0,02;13,258
"post";-27,582;-1,765;-0,014;-13,466;-2,249;69,701
"plan";-23,432;-1,673;175,355;-0,201;-2,132;-6,424
"marier";6,754;-0,327;-0,197;-20,53;-2,266;5,467
"fameux";-1,537;0,036;2,675;14,16;-0,687;-8,256
"afrique";-33,112;-0,284;23,356;136,222;-2,182;-51,193
"vaudois";101,488;-1,778;-11,666;0,001;-0,687;-38,117
"tour";-11,502;-1,752;0,648;-0,508;-0,66;12,629
"pousser";-31,701;-1,752;-0,983;8,055;-2,232;13,903
"mentalité";-5,24;-1,791;-5,045;-13,939;-0,7;48,02
"frontière";-39,57;-1,778;11,685;126,061;-2,266;-28,146
"campagne";-12,675;0,049;-9,428;9,638;3,734;2,921
"autorité";-38,95;-1,752;141,13;0,11;-0,66;-1,813
"élevé";-21,848;-1,778;-11,666;121,447;0,275;-9,284
"voie";-33,112;-1,712;-3,339;99,627;-0,621;-3,404
"mouvement";-22,326;-1,712;40,277;-4,247;-2,182;7,6
"engager";-32,805;-1,699;-0,349;59,804;-2,166;-0,284
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";42,413;0,127;-6,536;-0,015;0,536;-18,243
"appliquer";-37,069;-1,778;-0,197;53,115;-0,687;-0,009
"réflexion";-13,174;-1,765;-6,28;-16,694;-0,02;69,701
"libérer";-35,832;-1,725;609,653;-7,456;-2,199;-39,953
"conseil";-20,708;-1,725;-0,412;60,726;-0,634;-3,015
"bouger";-11,262;0,049;-0,445;-4,568;-0,014;25,468
"éduquer";-6,906;-1,699;-4,453;-22,84;-2,166;66,792
"présent";-7,524;-0,301;-0,936;-0,063;-0,647;12,011
"nourriture";-35,832;-0,293;-0,412;57,49;224,964;-20,772
"magasin";-17,143;-0,293;-9,329;175,953;-0,634;-29,585
"jean";39,309;-1,66;-10,758;-14,712;-2,116;0,166
"degré";-18,328;0,064;-11,061;-0,562;-0,008;38,667
"caissier";-38,117;-1,608;-12,464;149,065;-2,049;-4,836
"accès";-34,596;-1,673;-3,112;109,241;-2,132;-3,99
"soleil";8,204;-1,673;-7,198;0,385;0,399;-1,641
"plastique";-11,201;1,154;-12,87;252,936;-0,569;-70,567
"cool";8,863;-1,739;-3,492;-4,568;0,318;0,23
"conséquence";-40,911;-1,725;12,82;-1,096;-2,199;24,64
"chf";-30,582;-0,159;-5,975;291,735;-1,915;-58,971
"apparemment";-31,701;-0,31;-1,666;0,292;1,519;24,539
"réellement";-25,789;-0,267;0,002;19,392;-0,595;0,935
"polluer";-33,978;-0,243;-5,469;292,108;-0,556;-58,299
"gratuit";-34,287;-0,251;-7,103;201,285;-2,116;-23,091
"condamner";-40,6;-1,712;169,168;-9,716;3,879;0,078
"excuser";-30,785;-0,284;9,099;-5,162;-0,621;27,402
"adapter";-34,905;-0,267;-13,073;37,292;4,03;2,824
"supprimer";-28,956;-1,634;-6,914;35,532;1,904;1,227
"supporter";-27,637;-1,673;4,916;-0,766;0,399;16,731
"rôle";-26,088;-1,699;5,993;0,01;-0,608;11,394
"malade";-23,138;-1,66;-4,203;1,726;7,541;14,615
"gauchiste";-25,193;-1,66;3,789;-3,627;-0,569;27,678
"accident";-37,807;-1,595;-6,631;271,14;0;-45,096
"sauter";27,327;-1,581;-5,025;-8,883;-2,015;-0,001
"peau";-15,854;0,127;-6,536;-2,761;0;38,756
"onu";-38,427;-1,621;760,074;-13,977;-2,065;-48,957
"milieu";-4,749;-1,621;-1,868;-0,839;-0,531;15,35
"inquiéter";-30,175;-1,686;1,601;0,615;-0,006;13,267
"illégal";-37,807;-1,595;363,619;0,497;-2,032;-33,622
"emji_ok";173,095;-0,219;-3,875;-13,734;-0,518;-45,77
"bizarre";-21,459;3,402;3,652;-11,834;-0,004;28,556
"attaque";-36,779;-1,66;220,808;-2,177;-0,569;-3,061
"table";-8,137;-1,634;-12,667;-17,671;-0,001;69,809
"probablement";-22,552;-1,634;-1,166;-0,278;-0,544;31,78
"perte";-31,268;-1,634;-4,038;105,806;-0,544;-4,638
"genocide";-37,807;-1,595;960,291;-22,729;-2,032;-66,954
"emji_visage_qui_fait_un_câlin";130,418;-0,188;-12,058;-9,795;-1,982;-22,154
"conseiller";-24,598;0,096;20,234;21,746;1,904;-7,275
"sac";0,165;-0,188;-8,05;25,716;2,205;-10,377
"répéter";-30,347;-0,211;-0,004;-5,568;-2,032;52,167
"recherche";-24,896;-1,647;-2,963;13,957;0,435;5,245
"période";0,792;0,119;-5,114;-0,152;-0,506;0,975
"médecin";-22,522;-1,542;-0,072;173,034;-1,965;-37,694
"hôpital";-31,883;-0,251;8,231;97,936;-2,116;-21,395
"honteux";-33,669;-0,235;10,619;-3,33;-0,001;22,387
"goût";-1,004;-1,647;-7,008;-1,485;-0,002;13,943
"féminin";-11,612;-1,529;-9,752;-0,141;-1,949;32,62
"drogue";-38,738;-1,634;-1,166;65,992;-0,544;-0,117
"dos";-8,699;0,119;-0,48;17,704;8,181;-1,951
"contrôle";-35,229;-1,595;11,458;111,426;-2,032;-25,652
"comportement";-35,849;-1,621;-0,188;-5,933;7,918;49,145
"régime";-31,201;-1,424;24,727;-0,046;85,217;-0,001
"emji_coeur_cartes";263,799;-1,294;-10,029;-22,982;0,091;-62,655
"bande";-4,57;1,283;487,816;-19,009;-2,049;-53,484
"bain";-3,229;4143,666;-10,054;-18,222;-1,999;-54,085
"sorte";-24,598;-0,235;0,026;14,426;-0,001;1,227
"sioniste";-33,989;-1,542;901,867;-28,301;-1,965;-55,426
"légal";-35,229;-1,595;21,526;62,869;-0,506;-14,296
"jeter";-18,165;-0,219;-0,009;96,256;-0,518;-17,709
"informer";-34,919;-1,581;4,7;-2,079;2,1;24,368
